"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"2248451","","1042","22:0"
"2252651","","1042","12:0"
"8519762","0.001","1042","24:1 Tetracosaenoic (Nervonic)"
"8522910","0.12","1042","18:2 conj Linoleic"
"2257523","","1042","20:3 n-6"
"8534167","0.0","1042","12:1 Dodecenoic"
"8522870","","1042","15:1 Pentadecenoic"
"2253228","","1042","20:3 n-3"
"2241214","","1042","15:1"
"2247022","","1042","18:3i"
"8535231","","1042","5:0 Pentanoic (Valeric)"
"2231999","","1042","22:4"
"8517114","0.0","1042","14:1 trans-Tetradecenoic"
"2221520","0.008","1042","17:0 Heptadecanoic (Margaric)"
"8528709","0.406","1042","20:0 Eicosanoic (Arachidic)"
"2224090","","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"8530526","0.548","1042","14:0 Tetradecanoic (Myristic)"
"2202320","0.009","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"8534782","0.161","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2263938","0.005","1042","17:1 Heptadecenoic (Margaroleic)"
"8527587","0.002","1042","21:0 Heneicosanoic"
"2256910","","1042","16:1 t"
"2227418","0.003","1042","20:3 11,14,17-Eicosatrienoic"
"8527585","0.345","1042","20:0 Eicosanoic (Arachidic)"
"2228870","","1042","11:0 Undecanoic"
"8520662","0.002","1042","22:1 Docosaenoic (Erucic)"
"2238259","","1042","22:1 t"
"2238824","2.44","1042","18:1 Octadecenoic (incl. Oleic)"
"2232136","","1042","12:0"
"2231640","","1042","15:1"
"2251093","","1042","20:4 undifferentiated"
"2222755","","1042","20:2 Eicosadienoic"
"2233783","","1042","22:0"
"2272233","0.487","1042","18:2 n-6 c,c"
"8530503","0.001","1042","4:0 Butanoic (Butyric)"
"8528303","10.0","1042","16:0 Hexadecanoic (Palmitic)"
"2255727","","1042","20:3 n-3"
"2248581","","1042","20:3 n-9"
"2259163","","1042","15:0"
"2222430","0.023","1042","18:2 Octadecadienoic (Linoleic)"
"2222297","0.002","1042","18:3 Octadecatrienoic (Linolenic)"
"2234405","","1042","22:1 t"
"8532642","4.7","1042","18:2 Octadecadienoic (Linoleic)"
"2234920","","1042","15:0"
"2259796","","1042","22:1 c"
"2257114","","1042","20:3 n-3"
"2227610","0.01","1042","24:1 Tetracosaenoic (Nervonic)"
"2231038","0.002","1042","20:3 11,14,17-Eicosatrienoic"
"2239519","","1042","4:0"
"8533539","0.215","1042","20:2 Eicosadienoic"
"2237052","3.8","1042","18:2 Octadecadienoic (Linoleic)"
"2237359","0.007","1042","16:1 trans-Hexadecenoic"
"2203306","0.009","1042","18:2 trans-Octadecadienoic"
"8533675","0.348","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2270130","","1042","18:1 c"
"2258685","","1042","22:4"
"8522794","0.003","1042","18:3 trans-Octadecatrienoic"
"2239047","0.002","1042","20:5 Eicosapentaenoic"
"8519009","0.028","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2226210","0.013","1042","18:2 trans-Octadecadienoic"
"8531102","0.044","1042","22:4 Docosatetraenoic"
"2237957","","1042","22:1 t"
"2239526","","1042","18:0"
"2245987","","1042","20:0"
"2224601","","1042","20:3 5,8,11-Eicosatrienoic"
"8522089","0.001","1042","22:2 Docosadienoic"
"2223728","","1042","20:2 Eicosadienoic"
"2221978","0.017","1042","16:1 Hexadecenoic (Palmitoleic)"
"2260608","","1042","22:2"
"2260251","","1042","18:1 c"
"2260013","","1042","22:6 n-3 (DHA)"
"2271761","0.047","1042","16:1 c"
"8521924","0.005","1042","18:4 Octadecatetraenoic (Moroctic)"
"2252329","","1042","6:0"
"2266571","","1042","18:1 c"
"8522892","0.086","1042","16:1 trans-Hexadecenoic"
"2234649","","1042","18:2 CLAs"
"2259410","","1042","6:0"
"2236904","0.006","1042","22:2 Docosadienoic"
"8530497","17.5","1042","Total SFA"
"2226301","","1042","11:0 Undecanoic"
"2251177","","1042","20:2 n-6 c,c"
"2228236","0.006","1042","18:2 conj Linoleic"
"8523017","","1042","23:0 Tricosanoic"
"2261498","0.001","1042","14:1 Tetradecenoic (Myristoleic)"
"2238203","","1042","11:0"
"2257059","","1042","24:1 c"
"8519883","1.04","1042","Total Cis PUFA"
"8521027","","1042","20:1 trans-Eicosenoic"
"2248450","","1042","20:3 n-9"
"2256698","","1042","20:3 n-6"
"2231638","","1042","14:0"
"2237288","0.016","1042","12:0 Dodecanoic (Lauric)"
"2262972","","1042","16:1 trans-Hexadecenoic"
"2202333","","1042","15:1 Pentadecenoic"
"8534343","0.04","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2259916","","1042","17:1"
"2269508","","1042","16:0"
"2263393","0.021","1042","12:0 Dodecanoic (Lauric)"
"2238598","0.001","1042","22:2 Docosadienoic"
"2272822","","1042","14:0"
"2222278","0.026","1042","12:0 Dodecanoic (Lauric)"
"2272184","0.003","1042","24:0"
"2226676","0.001","1042","6:0 Hexanoic (Caproic)"
"2226707","0.598","1042","18:2 Octadecadienoic (Linoleic)"
"2257504","","1042","15:0"
"2250938","","1042","20:3 n-6"
"2246017","","1042","16:0"
"2236940","0.122","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2264980","","1042","15:0"
"2262470","","1042","16:1 trans-Hexadecenoic"
"8531533","0.069","1042","20:0 Eicosanoic (Arachidic)"
"2253282","","1042","15:0"
"8528154","63.9","1042","18:1 Octadecenoic (incl. Oleic)"
"2237295","0.009","1042","16:1 trans-Hexadecenoic"
"2248868","","1042","22:0"
"2265550","","1042","15:0"
"2250594","","1042","8:0"
"2251141","","1042","22:4"
"8527530","28.6","1042","Total Cis MUFA"
"2253470","","1042","14:0"
"2222423","0.002","1042","16:1 trans-Hexadecenoic"
"2223390","","1042","22:6 Docosahexaenoic"
"2203417","0.005","1042","18:3 Octadecatrienoic (Linolenic)"
"2234916","","1042","10:0"
"8521018","0.108","1042","18:2 conj Linoleic"
"2245757","","1042","18:4"
"2246886","","1042","16:0"
"8534398","0.08","1042","17:0 Heptadecanoic (Margaric)"
"2234334","","1042","17:1"
"2246476","","1042","17:1"
"8520937","0.097","1042","16:1 trans-Hexadecenoic"
"2231897","","1042","17:0"
"9637024","0.0","1042","11:0 Undecanoic"
"2246794","","1042","10:0"
"2224505","","1042","22:5 Docosapentaenoic"
"8519507","0.336","1042","8:0 Octanoic (Caprylic)"
"2203964","","1042","15:1 Pentadecenoic"
"8521383","0.265","1042","15:0 Pentadecanoic"
"8518187","0.0","1042","22:3 Docosatrienoic"
"2268924","","1042","17:1"
"2254786","","1042","20:2 n-6 c,c"
"8531315","7.93","1042","16:0 Hexadecanoic (Palmitic)"
"2269084","","1042","18:3 n-6 c,c,c"
"8535136","0.205","1042","20:2 Eicosadienoic"
"2250529","","1042","22:2"
"2221751","","1042","20:2 Eicosadienoic"
"2203891","","1042","23:0 Tricosanoic"
"2266951","0.0","1042","18:2 trans-Octadecadienoic"
"2270640","","1042","18:1 t"
"2246796","","1042","12:0"
"2246153","","1042","22:1 t"
"8522701","0.167","1042","17:0 Heptadecanoic (Margaric)"
"8534138","0.001","1042","24:1 Tetracosaenoic (Nervonic)"
"8518519","2.99","1042","14:0 Tetradecanoic (Myristic)"
"8517186","1.47","1042","18:1 Octadecenoic (incl. Oleic)"
"8532278","0.017","1042","15:0 Pentadecanoic"
"8532424","0.001","1042","12:1 Dodecenoic"
"2235272","","1042","18:1 c"
"2223266","","1042","20:1 trans-Eicosenoic"
"8520288","0.0","1042","15:1 Pentadecenoic"
"8530802","0.09","1042","Total Trans FA"
"2254670","","1042","24:1 c"
"2238430","","1042","6:0"
"2269533","","1042","22:4"
"2258111","","1042","22:0"
"2249057","","1042","16:1 c"
"2267637","0.0","1042","14:1 trans-Tetradecenoic"
"2248518","","1042","20:3 n-9"
"2268881","","1042","16:0"
"9637500","0.0","1042","5:0 Pentanoic (Valeric)"
"2249647","","1042","17:1"
"2225663","0.001","1042","18:3 g-Linolenic"
"2237327","0.002","1042","8:0 Octanoic (Caprylic)"
"2225341","0.012","1042","18:2 conj Linoleic"
"2223292","0.02","1042","Total Cis MUFA"
"2268812","","1042","22:2"
"2266717","","1042","20:0"
"2255052","","1042","18:3i"
"2250943","","1042","22:4"
"2223713","","1042","17:0 Heptadecanoic (Margaric)"
"2233676","","1042","22:5 n-3 (DPA)"
"2263958","0.006","1042","22:1 Docosaenoic (Erucic)"
"8521724","0.524","1042","6:0 Hexanoic (Caproic)"
"8517356","0.0","1042","21:0 Heneicosanoic"
"2233416","","1042","17:0"
"8525474","0.774","1042","18:0 Octadecanoic (Stearic)"
"8518571","0.018","1042","12:1 Dodecenoic"
"2260265","","1042","20:3 n-3"
"8530998","0.059","1042","18:2 conj Linoleic"
"8531911","15.5","1042","18:1 Octadecenoic (incl. Oleic)"
"2246294","","1042","14:0"
"8518506","0.168","1042","18:2 trans-Octadecadienoic"
"2223903","","1042","11:0 Undecanoic"
"2239778","","1042","11:0"
"2247463","","1042","22:0"
"2270270","","1042","24:1 c"
"2267938","0.003","1042","22:0 Docosanoic (Behenic)"
"2271868","0.045","1042","20:4"
"2249746","","1042","11:0"
"2224238","","1042","20:3 11,14,17-Eicosatrienoic"
"2226585","0.146","1042","15:0 Pentadecanoic"
"2257760","","1042","18:2 CLAs"
"2254660","","1042","20:3 n-9"
"2264014","","1042","15:1 Pentadecenoic"
"2253665","","1042","18:4"
"2241483","","1042","22:1 t"
"2266849","0.24","1042","Total Cis PUFA"
"2247593","","1042","20:4 undifferentiated"
"8533071","0.033","1042","18:2 trans-Octadecadienoic"
"8534703","0.036","1042","18:2 conj Linoleic"
"8528510","0.116","1042","22:0 Docosanoic (Behenic)"
"2248521","","1042","22:1 t"
"8533947","0.024","1042","20:3 11,14,17-Eicosatrienoic"
"2221873","0.002","1042","17:1 Heptadecenoic (Margaroleic)"
"8529234","0.835","1042","18:0 Octadecanoic (Stearic)"
"2258097","","1042","20:3 n-3"
"8519525","0.057","1042","17:1 Heptadecenoic (Margaroleic)"
"2269215","","1042","18:0"
"2231793","","1042","20:4 undifferentiated"
"2270056","","1042","22:1 t"
"2234576","","1042","18:1 t"
"2233439","","1042","20:5 n-3 (EPA)"
"8523694","0.042","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2221435","","1042","22:1 Docosaenoic (Erucic)"
"8519319","0.0","1042","9:0 Nonanoic (Pelargonic)"
"2248689","","1042","20:0"
"2221986","0.029","1042","18:2 Octadecadienoic (Linoleic)"
"8519746","0.0","1042","15:1 Pentadecenoic"
"2254601","","1042","22:2"
"8528157","0.0","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2262488","","1042","20:3 5,8,11-Eicosatrienoic"
"2252764","","1042","24:0"
"8518031","0.0","1042","22:1 Docosaenoic (Erucic)"
"2238330","","1042","22:2"
"2241226","","1042","20:0"
"2222414","0.025","1042","12:0 Dodecanoic (Lauric)"
"8517700","0.0","1042","9:0 Nonanoic (Pelargonic)"
"2233649","","1042","16:1 c"
"2233129","","1042","11:0"
"8521234","","1042","15:1 Pentadecenoic"
"2258891","","1042","12:0"
"8521769","1.04","1042","18:2 Octadecadienoic (Linoleic)"
"2269286","","1042","18:4"
"2228764","0.002","1042","22:2 Docosadienoic"
"2270568","","1042","22:4"
"8520517","0.015","1042","22:5 Docosapentaenoic"
"2221865","0.008","1042","14:1 Tetradecenoic (Myristoleic)"
"2236538","","1042","11:0 Undecanoic"
"2238905","0.048","1042","14:0 Tetradecanoic (Myristic)"
"8522602","1.15","1042","18:2 Octadecadienoic (Linoleic)"
"2257455","","1042","18:3 n-3 c,c,c (ALA)"
"2258345","","1042","20:0"
"2225819","0.13","1042","Total Trans FA"
"9638162","0.045","1042","12:1 Dodecenoic"
"8528512","0.077","1042","17:0 Heptadecanoic (Margaric)"
"2257750","","1042","17:0"
"2268977","","1042","16:1 c"
"2237077","0.002","1042","8:0 Octanoic (Caprylic)"
"2203706","","1042","22:3 Docosatrienoic"
"2224075","","1042","11:0 Undecanoic"
"8533846","0.527","1042","14:0 Tetradecanoic (Myristic)"
"2223510","0.04","1042","Total SFA"
"2267729","0.002","1042","20:2 Eicosadienoic"
"8529127","0.663","1042","16:1 Hexadecenoic (Palmitoleic)"
"8533274","0.0","1042","22:1 trans-Docosaenoic (Brassidic)"
"2267735","0.001","1042","22:1 Docosaenoic (Erucic)"
"8521608","0.32","1042","15:0 Pentadecanoic"
"8527274","0.011","1042","21:0 Heneicosanoic"
"2202007","1.71","1042","16:0 Hexadecanoic (Palmitic)"
"8517485","0.0","1042","14:1 Tetradecenoic (Myristoleic)"
"2254952","","1042","15:1"
"8519237","0.002","1042","22:2 Docosadienoic"
"2253201","","1042","12:0"
"2223397","","1042","7:0 Heptanoic (Enanthic)"
"2248685","","1042","18:1 t"
"2225359","","1042","22:1 Cetoleic"
"8528399","13.5","1042","16:0 Hexadecanoic (Palmitic)"
"8516679","0.033","1042","20:1 Eicosenoic (incl. Gadoleic)"
"8516666","0.014","1042","17:0 Heptadecanoic (Margaric)"
"8523005","","1042","7:0 Heptanoic (Enanthic)"
"8535348","3.32","1042","18:0 Octadecanoic (Stearic)"
"8534344","0.0","1042","22:1 trans-Docosaenoic (Brassidic)"
"2259153","","1042","18:1 t"
"2234355","","1042","24:0"
"2258492","","1042","18:3 n-6 c,c,c"
"2262850","","1042","22:4 Docosatetraenoic"
"2237389","0.006","1042","4:0 Butanoic (Butyric)"
"8518408","0.001","1042","22:6 Docosahexaenoic"
"2246860","","1042","12:0"
"8530620","","1042","18:4 Octadecatetraenoic (Moroctic)"
"8522061","0.333","1042","16:1 Hexadecenoic (Palmitoleic)"
"8517334","0.0","1042","12:1 Dodecenoic"
"2239252","","1042","18:3 n-6 c,c,c"
"2226013","0.096","1042","12:0 Dodecanoic (Lauric)"
"2231079","0.19","1042","17:1 Heptadecenoic (Margaroleic)"
"2233110","","1042","22:6 n-3 (DHA)"
"2226974","0.007","1042","20:2 Eicosadienoic"
"2225952","","1042","9:0 Nonanoic (Pelargonic)"
"8522596","0.001","1042","20:3 11,14,17-Eicosatrienoic"
"9637890","0.474","1042","17:0 Heptadecanoic (Margaric)"
"2248215","","1042","18:2 t not further defined"
"2248812","","1042","22:0"
"2256336","","1042","20:1"
"2225353","","1042","20:3 5,8,11-Eicosatrienoic"
"2256700","","1042","22:1 c"
"8517072","0.002","1042","22:6 Docosahexaenoic"
"2202667","","1042","22:6 Docosahexaenoic"
"2245093","","1042","20:3 n-3"
"2233104","","1042","22:2"
"8522386","0.0","1042","22:1 trans-Docosaenoic (Brassidic)"
"2236695","","1042","22:4 Docosatetraenoic"
"8521112","0.002","1042","22:1 Docosaenoic (Erucic)"
"2268837","","1042","15:1"
"2269941","","1042","20:3 n-6"
"2238701","0.042","1042","20:1 Eicosenoic (incl. Gadoleic)"
"8521799","0.534","1042","6:0 Hexanoic (Caproic)"
"2254482","","1042","24:0"
"2256359","","1042","18:2 CLAs"
"2262484","0.001","1042","20:2 Eicosadienoic"
"2249052","","1042","14:0"
"2254666","","1042","20:4 undifferentiated"
"8523751","0.009","1042","24:0 Tetracosanoic (Lignoceric)"
"8530892","0.014","1042","22:0 Docosanoic (Behenic)"
"2228095","","1042","11:0 Undecanoic"
"8517636","0.816","1042","16:0 Hexadecanoic (Palmitic)"
"2236878","5.83","1042","16:0 Hexadecanoic (Palmitic)"
"2229004","0.001","1042","20:3 11,14,17-Eicosatrienoic"
"2233915","","1042","20:3 n-9"
"2231971","","1042","16:1 t"
"2265628","","1042","8:0"
"2265806","","1042","20:1"
"2236676","0.009","1042","15:0 Pentadecanoic"
"2270647","","1042","24:0"
"2261676","0.002","1042","18:2 trans-Octadecadienoic"
"8528205","0.647","1042","18:3 Octadecatrienoic (Linolenic)"
"2266104","","1042","22:2"
"8532932","0.012","1042","22:0 Docosanoic (Behenic)"
"8521048","","1042","5:0 Pentanoic (Valeric)"
"8521152","","1042","11:0 Undecanoic"
"2231295","0.12","1042","18:2 trans-Octadecadienoic"
"2263787","","1042","15:1 Pentadecenoic"
"8533734","","1042","6:0 Hexanoic (Caproic)"
"2245157","","1042","22:1 c"
"9637992","0.691","1042","15:0 Pentadecanoic"
"8533743","0.316","1042","20:2 Eicosadienoic"
"8533605","","1042","22:1 trans-Docosaenoic (Brassidic)"
"2272932","","1042","20:1"
"8520344","0.0","1042","22:1 Cetoleic"
"2258968","","1042","18:4"
"2248222","","1042","18:4"
"2235258","","1042","8:0"
"2245762","","1042","22:1 t"
"8530607","0.9","1042","16:1 Hexadecenoic (Palmitoleic)"
"2233713","","1042","18:3 n-6 c,c,c"
"8523207","0.398","1042","16:1 Hexadecenoic (Palmitoleic)"
"2221406","0.009","1042","15:0 Pentadecanoic"
"2268912","","1042","15:1"
"8522821","0.172","1042","18:3 Octadecatrienoic (Linolenic)"
"2272854","","1042","22:5 n-3 (DPA)"
"2262900","0.003","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2202006","4.87","1042","18:1 Octadecenoic (incl. Oleic)"
"2270052","","1042","4:0"
"2221641","0.001","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2258036","","1042","18:1 c"
"2250872","","1042","18:2 n-6 c,c"
"2241591","","1042","15:0"
"2260147","","1042","11:0"
"2267633","0.0","1042","11:0 Undecanoic"
"8520113","0.165","1042","18:2 trans-Octadecadienoic"
"2253158","","1042","20:3 n-6"
"2253673","","1042","20:4 undifferentiated"
"8520589","0.001","1042","22:2 Docosadienoic"
"2250596","","1042","16:0"
"8528670","0.656","1042","18:3 Octadecatrienoic (Linolenic)"
"2267035","0.0","1042","22:1 trans-Docosaenoic (Brassidic)"
"2231132","","1042","11:0 Undecanoic"
"2265119","","1042","16:0"
"8532310","0.002","1042","22:3 Docosatrienoic"
"2250713","","1042","14:0"
"8531648","0.016","1042","22:0 Docosanoic (Behenic)"
"2267137","0.0","1042","5:0 Pentanoic (Valeric)"
"2247909","","1042","22:0"
"2233212","","1042","18:1 t"
"8519233","0.002","1042","22:1 Docosaenoic (Erucic)"
"8518781","0.0","1042","23:0 Tricosanoic"
"2259464","","1042","20:0"
"8528618","0.67","1042","18:3 Octadecatrienoic (Linolenic)"
"2223940","","1042","22:2 Docosadienoic"
"2246994","","1042","22:6 n-3 (DHA)"
"2226601","0.005","1042","18:4 Octadecatetraenoic (Moroctic)"
"8522276","0.536","1042","6:0 Hexanoic (Caproic)"
"2246331","","1042","16:0"
"8523521","0.175","1042","18:3 Octadecatrienoic (Linolenic)"
"2266888","","1042","6:0"
"2246666","","1042","20:3 n-6"
"2255718","","1042","20:1"
"8517029","0.004","1042","12:0 Dodecanoic (Lauric)"
"8529906","0.238","1042","16:1 Hexadecenoic (Palmitoleic)"
"2256265","","1042","24:1 c"
"2237061","0.043","1042","20:3 11,14,17-Eicosatrienoic"
"2238998","0.001","1042","8:0 Octanoic (Caprylic)"
"2269996","","1042","12:0"
"2246601","","1042","18:1 t"
"8530473","0.006","1042","16:1 trans-Hexadecenoic"
"2249412","","1042","22:6 n-3 (DHA)"
"2253764","","1042","20:5 n-3 (EPA)"
"8530258","0.017","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2232107","","1042","4:0"
"2263172","0.04","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"8520120","0.009","1042","24:0 Tetracosanoic (Lignoceric)"
"8527263","2.5","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2260450","","1042","18:3 n-6 c,c,c"
"9637489","0.0","1042","22:1 Cetoleic"
"2269168","","1042","14:0"
"2256854","","1042","20:2 n-6 c,c"
"2225689","0.054","1042","4:0 Butanoic (Butyric)"
"2202173","0.023","1042","18:3 g-Linolenic"
"2249296","","1042","6:0"
"2265799","","1042","4:0"
"2233782","","1042","20:3 n-9"
"8532175","11.1","1042","Total SFA"
"2253641","","1042","6:0"
"2250051","","1042","18:4"
"2250755","","1042","18:3 n-3 c,c,c (ALA)"
"2269002","","1042","22:4"
"2269854","","1042","6:0"
"2245242","","1042","24:1 c"
"2270835","","1042","20:5 n-3 (EPA)"
"2231800","","1042","22:6 n-3 (DHA)"
"8531169","","1042","20:3 5,8,11-Eicosatrienoic"
"8531074","0.117","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2231885","","1042","4:0"
"2250412","","1042","20:4 undifferentiated"
"2239303","","1042","18:1 c"
"2239038","","1042","18:3 trans-Octadecatrienoic"
"8519837","0.288","1042","15:0 Pentadecanoic"
"2239407","","1042","24:0"
"8519842","0.036","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2267138","0.0","1042","6:0 Hexanoic (Caproic)"
"2234986","","1042","18:2 n-6 c,c"
"2245600","","1042","15:1"
"2221439","","1042","22:4 Docosatetraenoic"
"2250742","","1042","20:2 n-6 c,c"
"8533421","0.004","1042","22:2 Docosadienoic"
"8517271","0.275","1042","18:0 Octadecanoic (Stearic)"
"8528374","2.92","1042","18:0 Octadecanoic (Stearic)"
"2222601","0.55","1042","Total SFA"
"8522152","0.003","1042","18:3 trans-Octadecatrienoic"
"2269924","","1042","18:2 n-6 c,c"
"2234410","","1042","24:0"
"2231108","","1042","6:0 Hexanoic (Caproic)"
"2250195","","1042","22:0"
"2271462","0.017","1042","20:3 n-6"
"8534330","5.07","1042","18:2 Octadecadienoic (Linoleic)"
"2266337","","1042","11:0"
"2202775","0.201","1042","18:0 Octadecanoic (Stearic)"
"2266845","0.003","1042","22:5 Docosapentaenoic"
"2238316","","1042","18:2 n-6 c,c"
"2204261","0.065","1042","14:0"
"2234946","","1042","22:2"
"2266825","0.002","1042","18:3 Octadecatrienoic (Linolenic)"
"8533354","0.001","1042","22:3 Docosatrienoic"
"8531766","0.015","1042","18:3 g-Linolenic"
"2227221","0.0","1042","22:1 trans-Docosaenoic (Brassidic)"
"2250107","","1042","18:4"
"2261305","0.0","1042","22:1 Docosaenoic (Erucic)"
"2247913","","1042","20:3 n-3"
"2224332","","1042","17:0 Heptadecanoic (Margaric)"
"8519317","0.919","1042","12:0 Dodecanoic (Lauric)"
"2221619","","1042","12:1 Dodecenoic"
"2254796","","1042","20:5 n-3 (EPA)"
"2231311","0.001","1042","22:2 Docosadienoic"
"2260793","","1042","22:6 n-3 (DHA)"
"2202016","0.011","1042","18:3 g-Linolenic"
"2231814","","1042","17:1"
"2246069","","1042","18:0"
"8523756","","1042","22:1 trans-Docosaenoic (Brassidic)"
"8528994","7.81","1042","Total Cis PUFA"
"2267571","0.0","1042","15:1 Pentadecenoic"
"2248554","","1042","4:0"
"2241390","","1042","17:0"
"8531991","0.012","1042","18:3 g-Linolenic"
"2259271","","1042","22:4"
"8521346","0.001","1042","24:1 Tetracosaenoic (Nervonic)"
"2268665","","1042","22:2"
"2224116","","1042","22:6 Docosahexaenoic"
"8531192","","1042","22:1 trans-Docosaenoic (Brassidic)"
"8522075","0.042","1042","20:0 Eicosanoic (Arachidic)"
"2257457","","1042","18:4"
"2253305","","1042","22:1 t"
"2255046","","1042","18:0"
"2249973","","1042","24:1 c"
"2248232","","1042","24:0"
"2258623","","1042","22:1 c"
"2247590","","1042","18:3 n-3 c,c,c (ALA)"
"2266365","","1042","20:4 undifferentiated"
"8532548","0.004","1042","22:1 Cetoleic"
"2229055","0.044","1042","18:2 conj Linoleic"
"2263329","0.022","1042","12:0 Dodecanoic (Lauric)"
"2252391","","1042","17:1"
"2229061","0.002","1042","18:4 Octadecatetraenoic (Moroctic)"
"2266435","","1042","22:0"
"2238934","","1042","22:1 trans-Docosaenoic (Brassidic)"
"2231666","","1042","24:0"
"2262954","","1042","20:3 11,14,17-Eicosatrienoic"
"8531222","0.015","1042","14:1 Tetradecenoic (Myristoleic)"
"2271477","0.017","1042","20:1"
"2222873","","1042","22:1 trans-Docosaenoic (Brassidic)"
"8520053","0.153","1042","18:3 Octadecatrienoic (Linolenic)"
"8518517","0.97","1042","12:0 Dodecanoic (Lauric)"
"2227609","0.004","1042","24:0 Tetracosanoic (Lignoceric)"
"8520085","0.056","1042","17:1 Heptadecenoic (Margaroleic)"
"8520306","5.82","1042","18:1 Octadecenoic (incl. Oleic)"
"8534986","0.069","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"8521233","0.316","1042","15:0 Pentadecanoic"
"2249062","","1042","18:1 c"
"2265706","","1042","18:3 n-3 c,c,c (ALA)"
"8519748","0.527","1042","6:0 Hexanoic (Caproic)"
"2260264","","1042","22:1 c"
"2256893","","1042","22:2"
"8523137","0.196","1042","14:1 Tetradecenoic (Myristoleic)"
"2235621","","1042","18:0"
"2203437","0.001","1042","22:5 Docosapentaenoic"
"2246959","","1042","16:1 c"
"8526182","1.25","1042","18:2 Octadecadienoic (Linoleic)"
"8523059","0.001","1042","24:1 Tetracosaenoic (Nervonic)"
"8527717","13.3","1042","Total SFA"
"2237913","","1042","20:5 n-3 (EPA)"
"8534926","0.01","1042","22:0 Docosanoic (Behenic)"
"2266937","0.0","1042","12:1 Dodecenoic"
"2270263","","1042","22:6 n-3 (DHA)"
"2260238","","1042","10:0"
"8521250","0.04","1042","20:0 Eicosanoic (Arachidic)"
"8532381","0.001","1042","22:1 Cetoleic"
"2253165","","1042","20:5 n-3 (EPA)"
"8532709","0.013","1042","18:3 g-Linolenic"
"2251189","","1042","22:2"
"2229194","0.021","1042","17:1 Heptadecenoic (Margaroleic)"
"9637248","0.001","1042","24:1 Tetracosaenoic (Nervonic)"
"8529096","0.447","1042","20:0 Eicosanoic (Arachidic)"
"8531241","0.002","1042","24:0 Tetracosanoic (Lignoceric)"
"8523850","0.04","1042","20:0 Eicosanoic (Arachidic)"
"2253130","","1042","6:0"
"2229210","0.011","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2238821","0.02","1042","17:0 Heptadecanoic (Margaric)"
"2241394","","1042","20:2 n-6 c,c"
"8522168","0.048","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2266771","","1042","18:3 n-6 c,c,c"
"2258918","","1042","24:0"
"8523619","0.121","1042","18:2 conj Linoleic"
"2257378","","1042","22:1 c"
"8522196","6.51","1042","Total Cis MUFA"
"2226191","0.087","1042","10:0 Decanoic (Capric)"
"8532996","0.021","1042","12:0 Dodecanoic (Lauric)"
"2260248","","1042","17:1"
"2233290","","1042","15:1"
"9637033","0.429","1042","17:0 Heptadecanoic (Margaric)"
"2258982","","1042","22:6 n-3 (DHA)"
"2239919","","1042","20:0"
"2253577","","1042","18:0"
"8519425","0.0","1042","23:0 Tricosanoic"
"9637032","1.03","1042","16:1 Hexadecenoic (Palmitoleic)"
"2233702","","1042","16:1 t"
"2233262","","1042","18:3i"
"8522906","0.245","1042","14:1 Tetradecenoic (Myristoleic)"
"8531260","0.001","1042","18:3 trans-Octadecatrienoic"
"8533226","0.085","1042","18:2 conj Linoleic"
"9638111","2.03","1042","4:0 Butanoic (Butyric)"
"2270162","","1042","18:3 n-6 c,c,c"
"8531980","5.95","1042","16:0 Hexadecanoic (Palmitic)"
"2259985","","1042","16:1 t"
"2247446","","1042","12:0"
"2246133","","1042","16:0"
"8516808","0.031","1042","14:0 Tetradecanoic (Myristic)"
"8525496","1.78","1042","Total Cis PUFA"
"2226987","0.001","1042","24:0 Tetracosanoic (Lignoceric)"
"2261662","0.039","1042","14:0 Tetradecanoic (Myristic)"
"2245046","","1042","20:4 undifferentiated"
"2237757","","1042","22:1 t"
"8528897","0.72","1042","18:3 Octadecatrienoic (Linolenic)"
"8519999","0.005","1042","21:0 Heneicosanoic"
"8516977","","1042","18:4 Octadecatetraenoic (Moroctic)"
"2249972","","1042","20:5 n-3 (EPA)"
"2260736","","1042","24:0"
"8523523","0.005","1042","18:4 Octadecatetraenoic (Moroctic)"
"2223250","0.001","1042","16:1 Hexadecenoic (Palmitoleic)"
"2254602","","1042","24:0"
